created_at,id_str,conversation_id_str,full_text,lang,favorited,retweeted,retweet_count,favorite_count,reply_count,quote_count,quoted_status_id_str,quoted_status_short_url,quoted_status_expand_url,user_id_str,user_name,user_full_name,user_verified,in_reply_to_status_id_str,in_reply_to_user_id_str,hashtags,mentions,urls,media
2021-04-30T03:02:05+00:00,1387965453574811652,1387965453574811652,"Mientras los colombianos protestan pacíficamente, los catrehijueputas venezolanos q el perro de duque patrocina, solo se dedican aprovechar de las marchas para robar y hacer daños materiales al país!
#NoMasVenezolanos
Y no vengan con sus cuentos de xenofobia, a ellos les vale 5!!",es,False,False,0,2,0,0,,,,696450411675439104,flakomilan,flako,False,,,#NoMasVenezolanos,,,[]
2021-04-29T17:54:17+00:00,1387827592422731783,1387773102621401088,"@MigracionCol #nomasvenezolanos FUERON LOS QUE HICIERON DESMANES, ROBARON Y ATACARON A LA POLICÍA. NOS TIENEN AMEDRENTADOS. SERA QUE FUERON CONTRATADOS PARA ESTO @IvanDuque @PoliciaColombia ESTOS DELINCUENTES HACE LO QUE SE LES DA LA GANA",es,False,False,0,0,0,0,,,,1352362258706419712,Yoya601,Yoya60,False,1.3877978912851476e+18,385498066.0,#nomasvenezolanos,"MigracionCol , IvanDuque , PoliciaColombia",,[]
2021-04-27T11:42:01+00:00,1387009135707832321,1387009135707832321,"Progreso gracias a los astronautas #Venezolanos #venezolano
#NoMásVenezolanos
#FueraVenezolanos
#LosBuenosSomosMas
@embajadave_pe
@carlosscull
@jguaido
@leopoldolopez
@AmnistiaOnline
@BancoMundialLAC https://t.co/ZdFHkHXd8n",es,False,False,0,0,0,0,,,,1191707051707244545,GeorgioMonreal,Georgio Monreal,False,,,"#Venezolanos , #venezolano , #NoMásVenezolanos , #FueraVenezolanos , #LosBuenosSomosMas","embajadave_pe , carlosscull , jguaido , leopoldolopez , AmnistiaOnline , BancoMundialLAC",,"[{""url"": ""https://pbs.twimg.com/media/Ez-ldTGX0AERy4k.jpg"", ""type"": ""photo""}]"
2021-04-30T03:02:05+00:00,1387965453574811652,1387965453574811652,"Mientras los colombianos protestan pacíficamente, los catrehijueputas venezolanos q el perro de duque patrocina, solo se dedican aprovechar de las marchas para robar y hacer daños materiales al país!
#NoMasVenezolanos
Y no vengan con sus cuentos de xenofobia, a ellos les vale 5!!",es,False,False,0,2,0,0,,,,696450411675439104,flakomilan,flako,False,,,#NoMasVenezolanos,,,[]
2021-04-29T17:54:17+00:00,1387827592422731783,1387773102621401088,"@MigracionCol #nomasvenezolanos FUERON LOS QUE HICIERON DESMANES, ROBARON Y ATACARON A LA POLICÍA. NOS TIENEN AMEDRENTADOS. SERA QUE FUERON CONTRATADOS PARA ESTO @IvanDuque @PoliciaColombia ESTOS DELINCUENTES HACE LO QUE SE LES DA LA GANA",es,False,False,0,0,0,0,,,,1352362258706419712,Yoya601,Yoya60,False,1.3877978912851476e+18,385498066.0,#nomasvenezolanos,"MigracionCol , IvanDuque , PoliciaColombia",,[]
2021-04-27T11:42:01+00:00,1387009135707832321,1387009135707832321,"Progreso gracias a los astronautas #Venezolanos #venezolano
#NoMásVenezolanos
#FueraVenezolanos
#LosBuenosSomosMas
@embajadave_pe
@carlosscull
@jguaido
@leopoldolopez
@AmnistiaOnline
@BancoMundialLAC https://t.co/ZdFHkHXd8n",es,False,False,0,0,0,0,,,,1191707051707244545,GeorgioMonreal,Georgio Monreal,False,,,"#Venezolanos , #venezolano , #NoMásVenezolanos , #FueraVenezolanos , #LosBuenosSomosMas","embajadave_pe , carlosscull , jguaido , leopoldolopez , AmnistiaOnline , BancoMundialLAC",,"[{""url"": ""https://pbs.twimg.com/media/Ez-ldTGX0AERy4k.jpg"", ""type"": ""photo""}]"
2021-04-30T03:02:05+00:00,1387965453574811652,1387965453574811652,"Mientras los colombianos protestan pacíficamente, los catrehijueputas venezolanos q el perro de duque patrocina, solo se dedican aprovechar de las marchas para robar y hacer daños materiales al país!
#NoMasVenezolanos
Y no vengan con sus cuentos de xenofobia, a ellos les vale 5!!",es,False,False,0,2,0,0,,,,696450411675439104,flakomilan,flako,False,,,#NoMasVenezolanos,,,[]
2021-04-29T17:54:17+00:00,1387827592422731783,1387773102621401088,"@MigracionCol #nomasvenezolanos FUERON LOS QUE HICIERON DESMANES, ROBARON Y ATACARON A LA POLICÍA. NOS TIENEN AMEDRENTADOS. SERA QUE FUERON CONTRATADOS PARA ESTO @IvanDuque @PoliciaColombia ESTOS DELINCUENTES HACE LO QUE SE LES DA LA GANA",es,False,False,0,0,0,0,,,,1352362258706419712,Yoya601,Yoya60,False,1.3877978912851476e+18,385498066.0,#nomasvenezolanos,"MigracionCol , IvanDuque , PoliciaColombia",,[]
2021-04-27T11:42:01+00:00,1387009135707832321,1387009135707832321,"Progreso gracias a los astronautas #Venezolanos #venezolano
#NoMásVenezolanos
#FueraVenezolanos
#LosBuenosSomosMas
@embajadave_pe
@carlosscull
@jguaido
@leopoldolopez
@AmnistiaOnline
@BancoMundialLAC https://t.co/ZdFHkHXd8n",es,False,False,0,0,0,0,,,,1191707051707244545,GeorgioMonreal,Georgio Monreal,False,,,"#Venezolanos , #venezolano , #NoMásVenezolanos , #FueraVenezolanos , #LosBuenosSomosMas","embajadave_pe , carlosscull , jguaido , leopoldolopez , AmnistiaOnline , BancoMundialLAC",,"[{""url"": ""https://pbs.twimg.com/media/Ez-ldTGX0AERy4k.jpg"", ""type"": ""photo""}]"
2021-04-30T03:02:05+00:00,1387965453574811652,1387965453574811652,"Mientras los colombianos protestan pacíficamente, los catrehijueputas venezolanos q el perro de duque patrocina, solo se dedican aprovechar de las marchas para robar y hacer daños materiales al país!
#NoMasVenezolanos
Y no vengan con sus cuentos de xenofobia, a ellos les vale 5!!",es,False,False,0,2,0,0,,,,696450411675439104,flakomilan,flako,False,,,#NoMasVenezolanos,,,[]
